exemptn_no,mfr_no,mfr_name,report_id,date_of_event,mfr_aware_date,event_type,dev_prob_cd,report_year,report_qtr,initial_report_flag,dev_id,product_code,brand_name,model_no,catalog_no,impl_avail_for_eval,impl_ret_to_mfr
1997019,2023141,ZIMMER DENTAL INC. ,9.0922,,11/05/1999,M,1069,1999,4,I,PSV13,DZE,Com Pure Implant Screw-Vent 3.7x13mmL,,PSV13,,
1997019,2023141,ZIMMER DENTAL INC. ,9.0926,,11/06/1999,M,1069,1999,4,I,BV13,DZE,Bio-Vent HA Implant 3.5 X 13mmL,,BV13,,
1997019,2023141,ZIMMER DENTAL INC. ,9.0967,,11/05/1999,M,1069,1999,4,I,MVA13,DZE,Micro-Vent Implant 3.7x13mmL,,MVA13,,
1997019,2023141,ZIMMER DENTAL INC. ,9.0974,,11/12/1999,M,1069,1999,4,I,PSV13,DZE,Com Pure Implant Screw-Vent 3.7x13mmL,,PSV13,,
1997019,2023141,ZIMMER DENTAL INC. ,9.0983,,11/20/1999,M,1069,1999,4,I,BV10,DZE,Bio-Vent HA Implant 3.5 X 10mmL,,BV10,,
1997019,2023141,ZIMMER DENTAL INC. ,9.0991,,11/05/1999,M,1069,1999,4,I,SVP13,DZE,SCREW-VENT IMPLANT,SVP13,,,
1997019,2023141,ZIMMER DENTAL INC. ,9.0992,,11/05/1999,M,1069,1999,4,I,SVP13,DZE,SCREW-VENT IMPLANT,SVP13,,,
1997019,2023141,ZIMMER DENTAL INC. ,9.0995,,11/28/1999,M,1069,1999,4,I,SVA10,DZE,""" Screw-Vent Implant, Non-Coated. 3.75mm X 10mmL""",,SVA10,,
1997019,2023141,ZIMMER DENTAL INC. ,9.103,,12/03/1999,M,1069,1999,4,I,13S,DZE,SWEDE-VENT IMPLANT,13S,,,
1997019,2023141,ZIMMER DENTAL INC. ,9.1031,,12/03/1999,M,1069,1999,4,I,15S,DZE,SWEDE-VENT IMPLANT,15S,,,
1997020,2921595,STERNGOLD ,199900026,,11/07/1999,IN,2203,1999,4,I,901207,DZE,HA COATED CYLINDER IMPLANTS,,,,
1997020,2921595,STERNGOLD ,199900027,,11/11/1999,IN,2408,1999,4,I,901240,DZE,TPS COATED CYLINDER IMPLANTS,,,,
1997020,2921595,STERNGOLD ,199900028,,11/25/1999,IN,1863,1999,4,I,901319,DZE,SELF-TAPPING SCREW IMPLANTS,,,,
1997020,2921595,STERNGOLD ,199900029,,12/02/1999,IN,2183,1999,4,I,901322,DZE,SELF-TAPPING SCREW IMPLANTS,,,,
1997020,2921595,STERNGOLD ,199900030,,01/13/2000,IN,1103,1999,4,I,901322,DZE,SELF-TAPPING SCREW IMPLANTS,,,,
1997020,2921595,STERNGOLD ,199900031,,12/22/1999,IN,2408,1999,4,I,901129,DZE,STANDARD SCREW IMPLANTS,,,,
1997020,2921595,STERNGOLD ,199900032,,12/22/1999,IN,2408,1999,4,I,901130,DZE,STANDARD SCREW IMPLANTS,,,,
1997020,2921595,STERNGOLD ,199900033,,01/22/2000,IN,1069,1999,4,I,901118,DZE,STANDARD SCREW IMPLANTS,,,,
1997021,1721411,DENTSPLY INTERNATIONAL INC.,19990150,,11/01/1999,IN,1863,1999,4,I,45-0453,DZE,FRIALIT -2 Stepped Screw Synchro D4.5/L13,,45-0453,,
1997021,1721411,DENTSPLY INTERNATIONAL INC.,19990151,,11/15/1999,IN,1863,1999,4,I,45-0151,DZE,FRIALIT -2 TPS Stepped Cylinder Implant D4.5/L10,,45-0151,,
1997021,1721411,DENTSPLY INTERNATIONAL INC.,19990152,,11/15/1999,IN,1863,1999,4,I,45-0453,DZE,FRIALIT -2 Stepped Screw Synchro D4.5/L13,,45-0453,,
1997021,1721411,DENTSPLY INTERNATIONAL INC.,19990153,,11/25/1999,IN,1863,1999,4,I,45-0475,DZE,FRIALIT -2 Stepped Screw Synchro D6.5/L15,,45-0475,,
1997021,1721411,DENTSPLY INTERNATIONAL INC.,19990154,,11/25/1999,IN,1863,1999,4,I,45-0163,DZE,FRIALIT -2 TPS Stepped Cylinder Implant D5.5/L13,,45-0163,,
1997021,1721411,DENTSPLY INTERNATIONAL INC.,19990155,,11/25/1999,IN,1863,1999,4,I,45-0453,DZE,FRIALIT -2 Stepped Screw Synchro D4.5/L13,,45-0453,,
1997021,1721411,DENTSPLY INTERNATIONAL INC.,19990156,,11/25/1999,IN,1863,1999,4,I,45-0145,DZE,FRIALIT -2 TPS Stepped Cylinder Implant D3.8/L15,,45-0145,,
1997021,1721411,DENTSPLY INTERNATIONAL INC.,19990158,,11/25/1999,IN,1863,1999,4,I,45-0151,DZE,FRIALIT -2 TPS Stepped Cylinder Implant D4.5/L10,,45-0151,,
1997021,1721411,DENTSPLY INTERNATIONAL INC.,19990159,,11/25/1999,IN,1863,1999,4,I,45-0153,DZE,FRIALIT -2 TPS Stepped Cylinder Implant D4.5/L13,,45-0153,,
1997021,1721411,DENTSPLY INTERNATIONAL INC.,19990159A,,11/25/1999,IN,1863,1999,4,I,45-0143,DZE,FRIALIT -2 TPS Stepped Cylinder Implant D3.8/L13,,45-0143,,
1997021,1721411,DENTSPLY INTERNATIONAL INC.,19990160,,11/25/1999,IN,1316,1999,4,I,45-0453,DZE,FRIALIT -2 Stepped Screw Synchro D4.5/L13,,45-0453,,
1997021,1721411,DENTSPLY INTERNATIONAL INC.,19990161,,11/25/1999,IN,2408,1999,4,I,45-0145,DZE,FRIALIT -2 TPS Stepped Cylinder Implant D3.8/L15,,45-0145,,
1997021,1721411,DENTSPLY INTERNATIONAL INC.,19990162,,11/25/1999,IN,1863,1999,4,I,45-0173,DZE,FRIALIT -2 TPS Stepped Cylinder Implant D6.5/L13,,45-0173,,
1997021,1721411,DENTSPLY INTERNATIONAL INC.,19990165,,12/10/1999,IN,1316,1999,4,I,45-0173,DZE,FRIALIT -2 TPS Stepped Cylinder Implant D6.5/L13,,45-0173,,
1997021,1721411,DENTSPLY INTERNATIONAL INC.,19990168,,12/11/1999,IN,2408,1999,4,I,45-0461,DZE,FRIALIT -2 Stepped Screw Synchro D5.5/L10,,45-0461,,
1997021,1721411,DENTSPLY INTERNATIONAL INC.,19990169,,12/11/1999,IN,2408,1999,4,I,45-0141,DZE,FRIALIT -2 TPS Stepped Cylinder Implant D3.8/L11,,45-0141,,
1997021,1721411,DENTSPLY INTERNATIONAL INC.,19990170,,12/11/1999,IN,2408,1999,4,I,45-0443,DZE,FRIALIT -2 Stepped Screw Synchro D3.8/L13,,45-0443,,
1997021,1721411,DENTSPLY INTERNATIONAL INC.,19990171,,12/11/1999,IN,1863,1999,4,I,45-0160,DZE,FRIALIT -2 TPS Stepped Cylinder Implant D5.5/L8,,45-0160,,
1997021,1721411,DENTSPLY INTERNATIONAL INC.,19990172,,12/11/1999,IN,1863,1999,4,I,45-0455,DZE,FRIALIT -2 Stepped Screw Synchro D4.5/L15,,45-0455,,
1997021,1721411,DENTSPLY INTERNATIONAL INC.,19990173,,12/11/1999,IN,1316,1999,4,I,45-0155,DZE,FRIALIT -2 TPS Stepped Cylinder Implant D4.5/L15,,45-0155,,
1997021,1721411,DENTSPLY INTERNATIONAL INC.,19990174,,12/11/1999,IN,1316,1999,4,I,45-0455,DZE,FRIALIT -2 Stepped Screw Synchro D4.5/L15,,45-0455,,
1997021,1721411,DENTSPLY INTERNATIONAL INC.,19990175,,12/20/1999,IN,2408,1999,4,I,45-0171,DZE,FRIALIT -2 TPS Stepped Cylinder Implant D6.5/L10,,45-0171,,
1997021,1721411,DENTSPLY INTERNATIONAL INC.,19990176,,12/31/1999,IN,1863,1999,4,I,45-0161,DZE,FRIALIT -2 TPS Stepped Cylinder Implant D5.5/L10,,45-0161,,
1997021,1721411,DENTSPLY INTERNATIONAL INC.,19990177,,12/31/1999,IN,1863,1999,4,I,45-0155,DZE,FRIALIT -2 TPS Stepped Cylinder Implant D4.5/L15,,45-0155,,
1997021,1721411,DENTSPLY INTERNATIONAL INC.,19990178,,12/31/1999,IN,2408,1999,4,I,45-0175,DZE,FRIALIT -2 TPS Stepped Cylinder Implant D6.5/L15,,45-0175,,
1997021,1721411,DENTSPLY INTERNATIONAL INC.,19990179,,01/08/2000,IN,2408,1999,4,I,45-0161,DZE,FRIALIT -2 TPS Stepped Cylinder Implant D5.5/L10,,45-0161,,
1997021,1721411,DENTSPLY INTERNATIONAL INC.,19990180,,01/08/2000,IN,1863,1999,4,I,45-0471,DZE,FRIALIT -2 Stepped Screw Synchro D6.5/L10,,45-0471,,
1997021,1721411,DENTSPLY INTERNATIONAL INC.,19990181,,01/09/2000,IN,1863,1999,4,I,45-0171,DZE,FRIALIT -2 TPS Stepped Cylinder Implant D6.5/L10,,45-0171,,
1997021,1721411,DENTSPLY INTERNATIONAL INC.,19990182,,01/10/2000,IN,1863,1999,4,I,45-0151,DZE,FRIALIT -2 TPS Stepped Cylinder Implant D4.5/L10,,45-0151,,
1997021,1721411,DENTSPLY INTERNATIONAL INC.,19990183,,01/12/2000,IN,1863,1999,4,I,45-0153,DZE,FRIALIT -2 TPS Stepped Cylinder Implant D4.5/L13,,45-0153,,
1997021,1721411,DENTSPLY INTERNATIONAL INC.,19990184,,01/15/2000,IN,2408,1999,4,I,45-0463,DZE,FRIALIT -2 Stepped Screw Synchro D5.5/L13,,45-0463,,
1997021,1721411,DENTSPLY INTERNATIONAL INC.,19990185,,01/15/2000,IN,1863,1999,4,I,45-0441,DZE,FRIALIT -2 Stepped Screw Synchro D3.8/L11,,45-0441,,
1997021,1721411,DENTSPLY INTERNATIONAL INC.,19990186,,01/15/2000,IN,2408,1999,4,I,45-0171,DZE,FRIALIT -2 TPS Stepped Cylinder Implant D6.5/L10,,45-0171,,
1997021,1721411,DENTSPLY INTERNATIONAL INC.,19990188,,01/20/2000,IN,2408,1999,4,I,45-0461,DZE,FRIALIT -2 Stepped Screw Synchro D5.5/L10,,45-0461,,
1997021,1721411,DENTSPLY INTERNATIONAL INC.,19990189,,01/20/2000,IN,1863,1999,4,I,45-0153,DZE,FRIALIT -2 TPS Stepped Cylinder Implant D4.5/L13,,45-0153,,
1997021,1721411,DENTSPLY INTERNATIONAL INC.,19990190,,01/20/2000,IN,2408,1999,4,I,45-0441,DZE,FRIALIT -2 Stepped Screw Synchro D3.8/L11,,45-0441,,
1997021,1721411,DENTSPLY INTERNATIONAL INC.,19990191,,01/20/2000,IN,2408,1999,4,I,45-0151,DZE,FRIALIT -2 TPS Stepped Cylinder Implant D4.5/L10,,45-0151,,
1997021,1721411,DENTSPLY INTERNATIONAL INC.,19990192,,01/28/2000,IN,2408,1999,4,I,45-0171,DZE,FRIALIT -2 TPS Stepped Cylinder Implant D6.5/L10,,45-0171,,
1997021,1721411,DENTSPLY INTERNATIONAL INC.,19990193,,01/28/2000,IN,1863,1999,4,I,45-0175,DZE,FRIALIT -2 TPS Stepped Cylinder Implant D6.5/L15,,45-0175,,
1997021,1721411,DENTSPLY INTERNATIONAL INC.,19990195,,01/28/2000,IN,1863,1999,4,I,45-0165,DZE,FRIALIT -2 TPS Stepped Cylinder Implant D5.5/L15,,45-0165,,
1997021,1721411,DENTSPLY INTERNATIONAL INC.,19990196,,01/28/2000,IN,2408,1999,4,I,45-0163,DZE,FRIALIT -2 TPS Stepped Cylinder Implant D5.5/L13,,45-0163,,
1997021,1721411,DENTSPLY INTERNATIONAL INC.,19990197,,01/28/2000,IN,2408,1999,4,I,45-0155,DZE,FRIALIT -2 TPS Stepped Cylinder Implant D4.5/L15,,45-0155,,
1997026,9612468,ASTRA TECH INC. (DENTSPLY),CC-US-99025,,11/06/1999,IN,1863,1999,4,I,22001,DZE,Astra Tech Implants,,22001,,
1997030,1222315,STRAUMANN USA ,3085,,10/01/1999,IN,1863;2320,1999,4,I,042.054S,DZE,"""SS-Impl,   4.1mm, l 10.0mm""",,042.054S,,
1997030,1222315,STRAUMANN USA ,3087,,10/01/1999,IN,1863;2320,1999,4,I,042.251S,DZE,"""Screw implant 2-P L 8mm, Diam. 3.3mm""",,042.251S,,
1997030,1222315,STRAUMANN USA ,3089,,10/01/1999,IN,1863;2320,1999,4,I,042.252S,DZE,"""Screw implant 2-P L 10mm, Diam. 3.3mm""",,042.252S,,
1997030,1222315,STRAUMANN USA ,3091,,10/02/1999,IN,1863;2320,1999,4,I,042.054S,DZE,"""SS-Impl,   4.1mm, l 10.0mm""",,042.054S,,
1997030,1222315,STRAUMANN USA ,3093,,10/02/1999,IN,1863;2320,1999,4,I,042.054S,DZE,"""SS-Impl,   4.1mm, l 10.0mm""",,042.054S,,
1997030,1222315,STRAUMANN USA ,3097,,10/02/1999,IN,1863;2320,1999,4,I,042.054S,DZE,"""SS-Impl,   4.1mm, l 10.0mm""",,042.054S,,
1997030,1222315,STRAUMANN USA ,3098,,10/02/1999,IN,1863;2320,1999,4,I,042.277S,DZE,"""VS-Impl.2-tlg,  4,1 x 10mm,SLA Esth.PLUS""",,042.277S,,
1997030,1222315,STRAUMANN USA ,3103,,10/08/1999,IN,1863;2320,1999,4,I,042.278S,DZE,"""VS-Impl.2-tlg,  4,1 x 12mm,SLA Esth.PLUS""",,042.278S,,
1997030,1222315,STRAUMANN USA ,3105,,10/08/1999,IN,1863;2320,1999,4,I,042.243S,DZE,"""Screw implant 2-P L 12mm, Diam. 4.1mm""",,042.243S,,
1997030,1222315,STRAUMANN USA ,3105A,,10/08/1999,IN,1863;2320,1999,4,I,042.243S,DZE,"""Screw implant 2-P L 12mm, Diam. 4.1mm""",,042.243S,,
1997030,1222315,STRAUMANN USA ,3107,,10/08/1999,IN,1863;2320,1999,4,I,042.055S,DZE,"""SS-Impl,   4.1mm, l 12.0mm""",,042.055S,,
1997030,1222315,STRAUMANN USA ,3108,,10/08/1999,IN,1863;2320,1999,4,I,042.244S,DZE,"""Screw implant 2-P L 14mm, Diam. 4.1mm""",,042.244S,,
1997030,1222315,STRAUMANN USA ,3110,,10/10/1999,IN,1863;2320,1999,4,I,042.282S,DZE,"""SOLID SCREW IMPLANT, DIAM. 4.8MM L 10MM""",,042.282S,,
1997030,1222315,STRAUMANN USA ,3114,,10/09/1999,IN,1863;2320,1999,4,I,042.281S,DZE,"""SOLID SCREW IMPLANT, DIAM. 4.8MM L 8MM""",,042.281S,,
1997030,1222315,STRAUMANN USA ,3115,,10/09/1999,IN,1863;2320,1999,4,I,042.053S,DZE,"""SS-Impl,   4.1mm, l 8.0mm""",,042.053S,,
1997030,1222315,STRAUMANN USA ,3116,,10/09/1999,IN,1863;2320,1999,4,I,042.054S,DZE,"""SS-Impl,   4.1mm, l 10.0mm""",,042.054S,,
1997030,1222315,STRAUMANN USA ,3117,,10/09/1999,IN,1863;2320,1999,4,I,042.053S,DZE,"""SS-Impl,   4.1mm, l 8.0mm""",,042.053S,,
1997030,1222315,STRAUMANN USA ,3118,,10/09/1999,IN,2320,1999,4,I,042.054S,DZE,"""SS-Impl,   4.1mm, l 10.0mm""",,042.054S,,
1997030,1222315,STRAUMANN USA ,3118A,,10/09/1999,IN,2320,1999,4,I,042.054S,DZE,"""SS-Impl,   4.1mm, l 10.0mm""",,042.054S,,
1997030,1222315,STRAUMANN USA ,3119,,10/09/1999,IN,1863;2320,1999,4,I,042.054S,DZE,"""SS-Impl,   4.1mm, l 10.0mm""",,042.054S,,
1997030,1222315,STRAUMANN USA ,3120,,10/09/1999,IN,1863;2320,1999,4,I,042.054S,DZE,"""SS-Impl,   4.1mm, l 10.0mm""",,042.054S,,
1997030,1222315,STRAUMANN USA ,3121,,10/09/1999,IN,1863;2320,1999,4,I,042.332S,DZE,"""NNI SOLID SCREW, L 12MM, D. 3.3MM""",,042.332S,,
1997030,1222315,STRAUMANN USA ,3123,,10/09/1999,IN,2320;2408,1999,4,I,042.108S,DZE,"""HC-Impl,   3.5mm, 10.0mm""",,042.108S,,
1997030,1222315,STRAUMANN USA ,3123A,,10/09/1999,IN,2320;2408,1999,4,I,042.108S,DZE,"""HC-Impl,   3.5mm, 10.0mm""",,042.108S,,
1997030,1222315,STRAUMANN USA ,3123B,,10/09/1999,IN,2320;2408,1999,4,I,042.109S,DZE,"""HC-Impl,   3.5mm, l 12.0mm""",,042.109S,,
1997030,1222315,STRAUMANN USA ,3124,,10/09/1999,IN,2320;2408,1999,4,I,042.251S,DZE,"""Screw implant 2-P L 8mm, Diam. 3.3mm""",,042.251S,,
1997030,1222315,STRAUMANN USA ,3124A,,10/09/1999,IN,2320;2408,1999,4,I,042.252S,DZE,"""Screw implant 2-P L 10mm, Diam. 3.3mm""",,042.252S,,
1997030,1222315,STRAUMANN USA ,3124B,,10/09/1999,IN,2320;2408,1999,4,I,042.241S,DZE,"""Screw implant 2-P L 8mm, Diam. 4.1mm""",,042.241S,,
1997030,1222315,STRAUMANN USA ,3130,,10/13/1999,IN,1863;2320,1999,4,I,042.277S,DZE,"""VS-Impl.2-tlg,  4,1 x 10mm,SLA Esth.PLUS""",,042.277S,,
1997030,1222315,STRAUMANN USA ,3131,,10/13/1999,IN,2320;2408,1999,4,I,042.242S,DZE,"""Screw implant 2-P L 10mm, Diam. 4.1mm""",,042.242S,,
1997030,1222315,STRAUMANN USA ,3132,,10/13/1999,IN,1863;2320,1999,4,I,042.282S,DZE,"""SOLID SCREW IMPLANT, DIAM. 4.8MM L 10MM""",,042.282S,,
1997030,1222315,STRAUMANN USA ,3142,,10/13/1999,IN,2320;2408,1999,4,I,042.109S,DZE,"""HC-Impl,   3.5mm, l 12.0mm""",,042.109S,,
1997030,1222315,STRAUMANN USA ,3143,,10/13/1999,IN,1863;2320,1999,4,I,042.282S,DZE,"""SOLID SCREW IMPLANT, DIAM. 4.8MM L 10MM""",,042.282S,,
1997030,1222315,STRAUMANN USA ,3144,,10/13/1999,IN,1863;2320,1999,4,I,042.287S,DZE,"""VS-Impl., 2-tlg,   4.8 x 8 mm, SLA, WB""",,042.287S,,
1997030,1222315,STRAUMANN USA ,3146,,10/15/1999,IN,1863;2320,1999,4,I,042.241S,DZE,"""Screw implant 2-P L 8mm, Diam. 4.1mm""",,042.241S,,
1997030,1222315,STRAUMANN USA ,3147,,10/15/1999,IN,1863;2320,1999,4,I,042.331S,DZE,"""NNI SOLID SCREW, L 10MM, D. 3.3MM""",,042.331S,,
1997030,1222315,STRAUMANN USA ,3150,,10/15/1999,IN,1863;2320,1999,4,I,042.252S,DZE,"""Screw implant 2-P L 10mm, Diam. 3.3mm""",,042.252S,,
1997030,1222315,STRAUMANN USA ,3152,,10/15/1999,IN,1863;2320,1999,4,I,042.332S,DZE,"""NNI SOLID SCREW, L 12MM, D. 3.3MM""",,042.332S,,
1997030,1222315,STRAUMANN USA ,3154,,10/16/1999,IN,1863;2320,1999,4,I,042.241S,DZE,"""Screw implant 2-P L 8mm, Diam. 4.1mm""",,042.241S,,
1997030,1222315,STRAUMANN USA ,3155,,10/16/1999,IN,1863;2320,1999,4,I,043.632S,DZE,"""S,   4.8 mm, WN, SLA 10.0 mm""",,043.632S,,
1997030,1222315,STRAUMANN USA ,3156,,10/16/1999,IN,1863;2320,1999,4,I,042.055S,DZE,"""SS-Impl,   4.1mm, l 12.0mm""",,042.055S,,
1997030,1222315,STRAUMANN USA ,3157,,10/16/1999,IN,1863;2320,1999,4,I,042.251S,DZE,"""Screw implant 2-P L 8mm, Diam. 3.3mm""",,042.251S,,
1997030,1222315,STRAUMANN USA ,3162,,10/16/1999,IN,1863;2320,1999,4,I,042.282S,DZE,"""SOLID SCREW IMPLANT, DIAM. 4.8MM L 10MM""",,042.282S,,
1997030,1222315,STRAUMANN USA ,3175,,10/20/1999,IN,1863;2320,1999,4,I,043.633S,DZE,"""S,   4.8 mm, WN, SLA 12.0 mm""",,043.633S,,
1997030,1222315,STRAUMANN USA ,3176,,10/20/1999,IN,1863;2320,1999,4,I,042.277S,DZE,"""VS-Impl.2-tlg,  4,1 x 10mm,SLA Esth.PLUS""",,042.277S,,
1997030,1222315,STRAUMANN USA ,3176A,,10/20/1999,IN,1863;2320,1999,4,I,042.277S,DZE,"""VS-Impl.2-tlg,  4,1 x 10mm,SLA Esth.PLUS""",,042.277S,,
1997030,1222315,STRAUMANN USA ,3178,,10/20/1999,IN,1863;2320,1999,4,I,042.254S,DZE,"""Screw implant 2-P L 14mm, Diam. 3.3mm""",,042.254S,,
1997030,1222315,STRAUMANN USA ,3179,,10/20/1999,IN,1863;2320,1999,4,I,042.313S,DZE,"""Hollow screw implant 2-P, 4,1 x 12,0 mm""",,042.313S,,
1997030,1222315,STRAUMANN USA ,3183,,10/20/1999,IN,1863;2320,1999,4,I,042.252S,DZE,"""Screw implant 2-P L 10mm, Diam. 3.3mm""",,042.252S,,
1997030,1222315,STRAUMANN USA ,3185,,10/20/1999,IN,1863;2320,1999,4,I,042.054S,DZE,"""SS-Impl,   4.1mm, l 10.0mm""",,042.054S,,
1997030,1222315,STRAUMANN USA ,3186,,10/20/1999,IN,1863;2320,1999,4,I,042.243S,DZE,"""Screw implant 2-P L 12mm, Diam. 4.1mm""",,042.243S,,
1997030,1222315,STRAUMANN USA ,3187,,10/20/1999,IN,1863;2320,1999,4,I,042.252S,DZE,"""Screw implant 2-P L 10mm, Diam. 3.3mm""",,042.252S,,
1997030,1222315,STRAUMANN USA ,3190,,10/20/1999,IN,1863;2320,1999,4,I,042.054S,DZE,"""SS-Impl,   4.1mm, l 10.0mm""",,042.054S,,
1997030,1222315,STRAUMANN USA ,3191,,10/23/1999,IN,1863;2320,1999,4,I,042.272S,DZE,"""EP Screw implant L 10mm, Diam. 4.1mm""",,042.272S,,
1997030,1222315,STRAUMANN USA ,3192,,10/21/1999,IN,1260;2320,1999,4,I,042.129S,DZE,"""HC-Impl, 15 ,   3.5mm, l 12.0mm""",,042.129S,,
1997030,1222315,STRAUMANN USA ,3193,,10/21/1999,IN,1863;2320,1999,4,I,042.055S,DZE,"""SS-Impl,   4.1mm, l 12.0mm""",,042.055S,,
1997030,1222315,STRAUMANN USA ,3195,,10/22/1999,IN,1863;2320,1999,4,I,042.054S,DZE,"""SS-Impl,   4.1mm, l 10.0mm""",,042.054S,,
1997030,1222315,STRAUMANN USA ,3196,,10/22/1999,IN,1863;2320,1999,4,I,042.055S,DZE,"""SS-Impl,   4.1mm, l 12.0mm""",,042.055S,,
1997030,1222315,STRAUMANN USA ,3197,,10/22/1999,IN,1863;2320,1999,4,I,042.288S,DZE,"""VS-Impl.,2-tlg,   4,8 x 10,0 mm, SLA WB""",,042.288S,,
1997030,1222315,STRAUMANN USA ,3198,,10/22/1999,IN,1863;2320,1999,4,I,042.054S,DZE,"""SS-Impl,   4.1mm, l 10.0mm""",,042.054S,,
1997030,1222315,STRAUMANN USA ,3198A,,10/22/1999,IN,1863;2320,1999,4,I,042.054S,DZE,"""SS-Impl,   4.1mm, l 10.0mm""",,042.054S,,
1997030,1222315,STRAUMANN USA ,3201,,10/22/1999,IN,1863;2320,1999,4,I,042.252S,DZE,"""Screw implant 2-P L 10mm, Diam. 3.3mm""",,042.252S,,
1997030,1222315,STRAUMANN USA ,3202,,10/22/1999,IN,1863;2320,1999,4,I,043.631S,DZE,"""S,   4.8 mm, WN SLA 8.0 mm""",,043.631S,,
1997030,1222315,STRAUMANN USA ,3203,,10/22/1999,IN,2320,1999,4,I,042.331S,DZE,"""NNI SOLID SCREW, L 10MM, D. 3.3MM""",,042.331S,,
1997030,1222315,STRAUMANN USA ,3204,,10/22/1999,IN,1863,1999,4,I,042.241S,DZE,"""Screw implant 2-P L 8mm, Diam. 4.1mm""",,042.241S,,
1997030,1222315,STRAUMANN USA ,3205,,10/22/1999,IN,1863;2320,1999,4,I,042.053S,DZE,"""SS-Impl,   4.1mm, l 8.0mm""",,042.053S,,
1997030,1222315,STRAUMANN USA ,3206,,10/22/1999,IN,1863;2320,1999,4,I,042.054S,DZE,"""SS-Impl,   4.1mm, l 10.0mm""",,042.054S,,
1997030,1222315,STRAUMANN USA ,3207,,10/22/1999,IN,1863;2320,1999,4,I,042.262S,DZE,"""Screw implant EP 3.3mm, 10mm""",,042.262S,,
1997030,1222315,STRAUMANN USA ,3208,,10/22/1999,IN,1863;2320,1999,4,I,042.053S,DZE,"""SS-Impl,   4.1mm, l 8.0mm""",,042.053S,,
1997030,1222315,STRAUMANN USA ,3209,,10/22/1999,IN,1863;2320,1999,4,I,042.332S,DZE,"""NNI SOLID SCREW, L 12MM, D. 3.3MM""",,042.332S,,
1997030,1222315,STRAUMANN USA ,3217,,10/29/1999,IN,1863;2320,1999,4,I,043.232S,DZE,"""S,   4.8 mm, RN, SLA 10.0 mm""",,043.232S,,
1997030,1222315,STRAUMANN USA ,3218,,10/23/1999,IN,1863;2320,1999,4,I,042.278S,DZE,"""VS-Impl.2-tlg,  4,1 x 12mm,SLA Esth.PLUS""",,042.278S,,
1997030,1222315,STRAUMANN USA ,3219,,10/23/1999,IN,1863;2320,1999,4,I,042.053S,DZE,"""SS-Impl,   4.1mm, l 8.0mm""",,042.053S,,
1997030,1222315,STRAUMANN USA ,3219A,,10/23/1999,IN,1863;2320,1999,4,I,042.053S,DZE,"""SS-Impl,   4.1mm, l 8.0mm""",,042.053S,,
1997030,1222315,STRAUMANN USA ,3222,,10/27/1999,IN,1863,1999,4,I,042.056S,DZE,"""SS-Impl, 2-p,   4.1mm, l 14.0mm""",,042.056S,,
1997030,1222315,STRAUMANN USA ,3224,,10/27/1999,IN,1260;2320,1999,4,I,042.109S,DZE,"""HC-Impl,   3.5mm, l 12.0mm""",,042.109S,,
1997030,1222315,STRAUMANN USA ,3227,,10/31/1999,IN,1863;2320,1999,4,I,042.276S,DZE,"""VS-Impl.2-tlg,  4,1 x 8mm,SLA Esth. PLUS""",,042.276S,,
1997030,1222315,STRAUMANN USA ,3231,,11/01/1999,IN,2320;2408,1999,4,I,042.109S,DZE,"""HC-Impl,   3.5mm, l 12.0mm""",,042.109S,,
1997030,1222315,STRAUMANN USA ,3232,,11/01/1999,IN,1863;2320,1999,4,I,042.053S,DZE,"""SS-Impl,   4.1mm, l 8.0mm""",,042.053S,,
1997030,1222315,STRAUMANN USA ,3235,,11/04/1999,IN,1863;2320,1999,4,I,042.054S,DZE,"""SS-Impl,   4.1mm, l 10.0mm""",,042.054S,,
1997030,1222315,STRAUMANN USA ,3236,,11/07/1999,IN,1863;2320,1999,4,I,043.013S,DZE,"""SS-Impl,   4.1mm, 12.0mm, TPS""",,043.013S,,
1997030,1222315,STRAUMANN USA ,3237,,11/04/1999,IN,1863;2320,1999,4,I,043.023S,DZE,"""SS-Impl, PLUS,   4.1mm, 12.0mm, TPS""",,043.023S,,
1997030,1222315,STRAUMANN USA ,3239,,11/04/1999,IN,1863;2320,1999,4,I,042.053S,DZE,"""SS-Impl,   4.1mm, l 8.0mm""",,042.053S,,
1997030,1222315,STRAUMANN USA ,3239A,,11/04/1999,IN,1863;2320,1999,4,I,042.053S,DZE,"""SS-Impl,   4.1mm, l 8.0mm""",,042.053S,,
1997030,1222315,STRAUMANN USA ,3240,,11/04/1999,IN,1863;2320,1999,4,I,043.631S,DZE,"""S,   4.8 mm, WN SLA 8.0 mm""",,043.631S,,
1997030,1222315,STRAUMANN USA ,3241,,11/04/1999,IN,2320;2408,1999,4,I,042.127S,DZE,"""HC-Impl, 15 ,   3.5mm, l 8.0mm""",,042.127S,,
1997030,1222315,STRAUMANN USA ,3241A,,11/04/1999,IN,2320;2408,1999,4,I,042.129S,DZE,"""HC-Impl, 15 ,   3.5mm, l 12.0mm""",,042.129S,,
1997030,1222315,STRAUMANN USA ,3243,,11/04/1999,IN,2320;2408,1999,4,I,042.311S,DZE,"""Hollow screw implant 2-P L 8mm, D 4.1mm""",,042.311S,,
